OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
821.00,2019-06-21 22:28:16.821,6.42,0.82,0.00,0.80,0.00,0.00,1.00,999.00,0.00,12.09,0.00,0.00,0.00,0.00,-0.18,-0.01,17.00,10.00,0.00,0.00,0.00
2028.00,2019-06-21 22:28:18.028,28.33,10.30,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.09,50.20,68.54,-103.37,27.45,-0.18,-0.01,17.00,10.00,0.00,0.00,0.00
2128.00,2019-06-21 22:28:18.128,28.26,11.12,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.08,50.20,68.54,-103.37,27.45,-0.17,-0.03,17.00,10.00,0.00,0.00,0.00
2228.00,2019-06-21 22:28:18.228,28.41,11.82,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.02,50.20,68.54,-103.37,27.45,-0.18,-0.03,17.00,10.00,0.00,0.00,0.00
2328.00,2019-06-21 22:28:18.328,28.19,12.64,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.05,51.40,68.47,-102.15,27.45,-0.18,-0.04,17.00,10.00,0.00,0.00,0.00
2428.00,2019-06-21 22:28:18.428,28.35,13.46,0.00,0.83,0.00,2.00,1.00,999.00,0.00,12.03,51.40,68.47,-102.15,27.48,-0.18,-0.03,17.00,10.00,0.00,0.00,0.00
2528.00,2019-06-21 22:28:18.528,28.14,14.16,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.03,51.40,68.47,-102.15,27.48,-0.16,-0.02,17.00,10.00,0.00,0.00,0.00
2628.00,2019-06-21 22:28:18.628,28.35,14.98,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.03,51.58,68.48,-101.92,27.48,-0.19,-0.05,17.00,10.00,0.00,0.00,0.00
2728.00,2019-06-21 22:28:18.728,28.12,15.80,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.01,51.58,68.48,-101.92,27.48,-0.16,-0.04,17.00,10.00,0.00,0.00,0.00
2828.00,2019-06-21 22:28:18.828,28.22,16.62,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.06,51.73,68.46,-101.65,27.56,-0.14,-0.02,17.00,10.00,0.00,0.00,0.00
2928.00,2019-06-21 22:28:18.928,28.15,17.32,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.04,51.73,68.46,-101.65,27.56,-0.18,-0.03,17.00,10.00,0.00,0.00,0.00
3028.00,2019-06-21 22:28:19.028,28.26,18.14,0.00,0.84,0.00,2.00,1.00,999.00,0.00,12.00,51.73,68.46,-101.65,27.56,-0.18,-0.04,17.00,10.00,0.00,0.00,0.00
3128.00,2019-06-21 22:28:19.128,28.19,18.96,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.01,51.87,68.55,-101.39,27.56,-0.20,-0.08,17.00,10.00,0.00,0.00,0.00
3228.00,2019-06-21 22:28:19.228,28.06,19.66,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.00,51.87,68.55,-101.39,27.45,-0.19,-0.06,17.00,10.00,0.00,0.00,0.00
3328.00,2019-06-21 22:28:19.328,28.17,20.48,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.05,51.95,68.52,-101.13,27.45,-0.15,-0.05,17.00,10.00,0.00,0.00,0.00
3428.00,2019-06-21 22:28:19.428,28.03,21.30,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.00,51.95,68.52,-101.13,27.45,-0.20,-0.03,17.00,10.00,0.00,0.00,0.00
3528.00,2019-06-21 22:28:19.528,28.18,22.00,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.00,51.95,68.52,-101.13,27.45,-0.14,-0.03,17.00,10.00,0.00,0.00,0.00
3628.00,2019-06-21 22:28:19.628,28.03,22.82,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.02,52.02,68.49,-100.92,27.56,-0.17,-0.02,17.00,10.00,0.00,0.00,0.00
3728.00,2019-06-21 22:28:19.728,28.07,23.64,0.00,0.81,0.00,2.00,1.00,999.00,0.00,11.98,52.02,68.49,-100.92,27.56,-0.17,-0.02,17.00,10.00,0.00,0.00,0.00
3828.00,2019-06-21 22:28:19.828,27.94,24.34,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.03,52.02,68.49,-100.92,27.56,-0.16,-0.02,17.00,10.00,0.00,0.00,0.00
